 story_title                                    | text                                                                                                                                                                                                                                                                               
 剑剑剑来/活动剧情/肆·剑魂仍惆怅                              | 这种酒要试试吗？只有这几代有的豆果酒，后来就绝迹了。                                                                                                                                                                                                                                                         
 剑剑剑来/活动剧情/肆·剑魂仍惆怅                              | 哈……毕竟是旧朝工艺，酒味估计很杂。                                                                                                                                                                                                                                                                 
 剑剑剑来/活动剧情/肆·剑魂仍惆怅                              | 尝个新鲜就好，喝多了你会头疼。                                                                                                                                                                                                                                                                    
 剑剑剑来/活动剧情/肆·剑魂仍惆怅                              | 这时候有很多地方的人都汇聚在长安。毕竟关外商道通畅，往来便利。                                                                                                                                                                                                                                                    
 剑剑剑来/活动剧情/肆·剑魂仍惆怅                              | 楼阁也敢建得很高，不会有乱军纵火，和后世有许多不同。                                                                                                                                                                                                                                                         
 剑剑剑来/活动剧情/肆·剑魂仍惆怅                              | 把长安变成这样，也是需要事先投入天价军费的。                                                                                                                                                                                                                                                             
 剑剑剑来/活动剧情/肆·剑魂仍惆怅                              | 天价。吾一般不会说这个词的。                                                                                                                                                                                                                                                                     
 剑剑剑来/活动剧情/肆·剑魂仍惆怅                              | 要下很狠的手，榨到离死只有一步再停。                                                                                                                                                                                                                                                                 
 剑剑剑来/活动剧情/肆·剑魂仍惆怅                              | 执行起来是一套非常精密的流程，任何一个环节失控，王朝的经济都会顷刻崩塌。                                                                                                                                                                                                                                               
 剑剑剑来/活动剧情/肆·剑魂仍惆怅                              | 馆陶府邸。已经开始搜查了。                                                                                                                                                                                                                                                                      
 剑剑剑来/活动剧情/肆·剑魂仍惆怅                              | 嗯。他想拔除的，是阻止隐鸢阁对政敌下杀手的卫青。                                                                                                                                                                                                                                                           
 剑剑剑来/活动剧情/肆·剑魂仍惆怅                              | 气息。你为了稳住紊乱的气息，一直在大量饮用巫血酒。                                                                                                                                                                                                                                                          
 剑剑剑来/活动剧情/肆·剑魂仍惆怅                              | 好奇你想做的事，好奇你对冠军剑的影响，好奇你和冠军剑无法苏醒之间的关系。                                                                                                                                                                                                                                               
 剑剑剑来/活动剧情/肆·剑魂仍惆怅                              | ……是。她没能阻止的是血祸，不是里八华。                                                                                                                                                                                                                                                               
 剑剑剑来/活动剧情/肆·剑魂仍惆怅                              | 里八华确实曾在朝廷里，确实是你。但是……                                                                                                                                                                                                                                                               
 剑剑剑来/活动剧情/贰·海寨擒贼王                              | 无论你变成什么样，都是原来的你更好看。                                                                                                                                                                                                                                                                
 剑剑剑来/活动剧情/贰·海寨擒贼王                              | 银盘悬兆，昭示天意。设银盘。                                                                                                                                                                                                                                                                     
 剑剑剑来/活动剧情/贰·海寨擒贼王                              | 鱼干之兆，昭示着……鱼离了水，仍是鱼，本相不摇不动，国运长久。                                                                                                                                                                                                                                                    
 剑剑剑来/活动剧情/贰·海寨擒贼王                              | 之后还会有三个人坐在牢里，说一样的对话，只是把广陵王换成太子。                                                                                                                                                                                                                                                    
 剑剑剑来/活动剧情/贰·海寨擒贼王                              | ……不可能。剑中世界的残念，不可能还有自己的意识……                                                                                                                                                                                                                                                         
 剑剑剑来/活动剧情/贰·海寨擒贼王                              | 不止是它。就在方才……                                                                                                                                                                                                                                                                        
 剑剑剑来/活动剧情/贰·海寨擒贼王                              | 吾和你，与现世之间，也出现了隔绝。也就是说……                                                                                                                                                                                                                                                            
 夕情欢馀·左慈/活动剧情                                   | 画中岁月停在那一刻，再无世事变迁，吾也很久没回头看过了……                                                                                                                                                                                                                                                      
 夕情欢馀·左慈/活动剧情                                   | 襁褓。这样小，真能长成那个倒拔梅花树的广陵君么……                                                                                                                                                                                                                                                          
 夕情欢馀·左慈/活动剧情                                   | 外面的烟火燎进来，你也不怕，还用手去抓吾的头发，扯了几下后笑了，也不知在笑什么。                                                                                                                                                                                                                                           
 夕情欢馀·左慈/活动剧情                                   | 你见人便笑，看来是见人就喜欢？                                                                                                                                                                                                                                                                    
 夕情欢馀·左慈/活动剧情                                   | 巧言令色<ref>《论语·学而》：“巧言令色，鲜矣仁。”</ref>。                                                                                                                                                                                                                                                
 夕情欢馀·左慈/活动剧情                                   | 在王都认出姬晋便是吾时，在想什么？                                                                                                                                                                                                                                                                  
 夕情欢馀·左慈/活动剧情                                   | 你平日何等放肆，当时倒慌张？                                                                                                                                                                                                                                                                     
 夕情欢馀·左慈/活动剧情                                   | 确是好印象。好重……的印象。                                                                                                                                                                                                                                                                     
 夕情欢馀·左慈/活动剧情                                   | 在努力脸红，但没有成功。                                                                                                                                                                                                                                                                       
 夕情欢馀·左慈/活动剧情                                   | 她知道什么，她只是每天按时来逗你。                                                                                                                                                                                                                                                                  
 夕情欢馀·左慈/活动剧情                                   | 你知道阁中人背后给你的外号吗？                                                                                                                                                                                                                                                                    
 夕情欢馀·左慈/活动剧情                                   | 在隐鸢阁长大的那些年，对吾可有不满？                                                                                                                                                                                                                                                                 
 夕情欢馀·左慈/活动剧情                                   | ……你不埋怨便好，吾也是头一回做师尊，总担心做错什么。                                                                                                                                                                                                                                                        
 夕情欢馀·左慈/活动剧情                                   | ……史子眇说的，扎紧点，显得精神。                                                                                                                                                                                                                                                                  
 夕情欢馀·左慈/活动剧情                                   | ……吾知道是哪件，不允。                                                                                                                                                                                                                                                                       
 夕情欢馀·左慈/活动剧情                                   | 有事情不及时传信回来，传信回来的事，都是已经闹大的事。                                                                                                                                                                                                                                                        
 夕情欢馀·左慈/活动剧情                                   | 徐庶、史子眇、还有吾，你和谁相处时更开心？                                                                                                                                                                                                                                                              
 夕情欢馀·左慈/活动剧情                                   | 她出门在外，总顶着你的名号沾花惹草。                                                                                                                                                                                                                                                                 
 夕情欢馀·左慈/活动剧情                                   | “左慈女弟子”，已经快要成为许多人的噩梦了。                                                                                                                                                                                                                                                             
 夕情欢馀·左慈/活动剧情                                   | 当然不会，为何要生气？吾只是想知道你喜欢和谁相处。                                                                                                                                                                                                                                                          
 夕情欢馀·左慈/活动剧情                                   | 下次你回来，吾尽量帮你把对方留在阁中。                                                                                                                                                                                                                                                                
 夕情欢馀·左慈/活动剧情                                   | 叽叽喳喳，吵吵闹闹，这个扯了那个的辫子，那个拿泥巴砸了这个的被子。                                                                                                                                                                                                                                                  
 夕情欢馀·左慈/活动剧情                                   | 阁中人十件告状，九件有你。                                                                                                                                                                                                                                                                      
 夕情欢馀·左慈/活动剧情                                   | 偷隐鸢蛋，和熊罴打架，拿弹弓打雪免引起雪崩。                                                                                                                                                                                                                                                             
 夕情欢馀·左慈/活动剧情                                   | 下山这么久，是否想过回到隐鸢阁？                                                                                                                                                                                                                                                                   
 夕情欢馀·左慈/活动剧情                                   | 想的时候，可以告诉吾。                                                                                                                                                                                                                                                                        
 夕情欢馀·左慈/活动剧情                                   | 你不回来，吾来看你也是一样的。                                                                                                                                                                                                                                                                    
 夕情欢馀·左慈/活动剧情                                   | 想回来的时候，隐鸢阁随时可以来接你回来。回来就好，其他的，什么都不用担心。                                                                                                                                                                                                                                              
 夕情欢馀·左慈/活动剧情                                   | 信。什么和徐庶劫牢房，带着华佗去寻仇，和葛洪倒卖灵芝……                                                                                                                                                                                                                                                       
 夕情欢馀·左慈/活动剧情                                   | 哎呀。做的时候怎么不哎呀？                                                                                                                                                                                                                                                                      
 夕情欢馀·左慈/活动剧情                                   | 还有最离谱的一条，说绣衣楼所有密探被你要求挤在书房里。                                                                                                                                                                                                                                                        
 夕情欢馀·左慈/活动剧情                                   | 你书房里到底睡了几个人？                                                                                                                                                                                                                                                                       
 夕情欢馀·左慈/活动剧情                                   | 是吗？可是你眼前的画中回廊在延长。说明说谎了。                                                                                                                                                                                                                                                            
 夕情欢馀·左慈/活动剧情                                   | 上次路过时去看了眼……                                                                                                                                                                                                                                                                        
 夕情欢馀·左慈/活动剧情                                   | 有王府书房的图纸，可以看看如何扩建。吾上回没有将《装修如何讲风水》发予你么？                                                                                                                                                                                                                                             
 夕情欢馀·左慈/活动剧情                                   | ……翻到了，吾发的是《价值三十亿的家具摆放诀窍，大师只说了这四句话……》，这一篇没有发。                                                                                                                                                                                                                                       
 夕情欢馀·左慈/活动剧情                                   | 吾清楚，一天之内大约五十人。                                                                                                                                                                                                                                                                     
 夕情欢馀·左慈/活动剧情                                   | 你有位密探担心午睡的同僚会冷，送了炭盆进去，关上了门窗。                                                                                                                                                                                                                                                       
 夕情欢馀·左慈/活动剧情                                   | 最后集体送去给张机抢救，五十几个。                                                                                                                                                                                                                                                                  
 夕情欢馀·左慈/活动剧情                                   | 此处观星台比照隐鸢阁而建，收益归隐鸢阁所有。吾知道说过，吾就是想再说一次。                                                                                                                                                                                                                                              
 夕情欢馀·左慈/活动剧情                                   | 当时父王正要起小名，朝中有事，他便说将起名之事放放。                                                                                                                                                                                                                                                         
 夕情欢馀·左慈/活动剧情                                   | 吾的事情，你不是都亲眼见到了么。                                                                                                                                                                                                                                                                   
 夕情欢馀·左慈/活动剧情                                   | 没遇见你的事情，许多都记不清了。                                                                                                                                                                                                                                                                   
 夕情欢馀·左慈/活动剧情                                   | 别这样看着吾，如果吾再想起什么，一定告诉你。                                                                                                                                                                                                                                                             
 夕情欢馀·左慈/活动剧情                                   | 第四种，边敲你头顶边喊放肆。                                                                                                                                                                                                                                                                     
